Reserva;Hospede;Email;Contagem de Reserva;DataCheckin
418490;Diego Martins;diego17@uol.com.br;1.0;9/1/25
418417;Pedro Oliveira;pedro.oliveira@hotmail.com;1.0;9/1/25
418736;Mariana Costa;mariana451@gmail.com;1.0;9/1/25
418366;Aline Castro;aline32@hotmail.com;1.0;9/1/25
418286;Rafael Alves;ralves@uol.com.br;1.0;9/1/25
418630;Bruno Santos;bsantos@hotmail.com;1.0;9/1/25
418512;Eduardo Cunha;eduardo.cunha@yahoo.com.br;1.0;9/1/25
418325;Aline Castro;acastro@uol.com.br;1.0;9/1/25
418374;Diego Martins;dmartins@outlook.com;1.0;9/1/25
418324;Paulo Figueiredo;paulo.figueiredo@yahoo.com.br;1.0;9/1/25
418337;Diego Martins;diego53@outlook.com;1.0;9/1/25
418388;Fábio Nascimento;fábio358@uol.com.br;1.0;9/1/25
418783;Paulo Figueiredo;paulo836@yahoo.com.br;1.0;9/1/25
418709;Renata Freitas;renata.freitas@gmail.com;1.0;9/1/25
418611;Henrique Dias;hdias@gmail.com;1.0;9/1/25
418728;Isabela Cardoso;isabela.cardoso@gmail.com;1.0;9/1/25
418558;Felipe Ramos;framos@uol.com.br;1.0;9/1/25
418530;Leandro Vieira;lvieira@outlook.com;1.0;9/1/25
418748;Aline Castro;acastro@outlook.com;1.0;9/1/25
418356;Paulo Figueiredo;pfigueiredo@outlook.com;1.0;9/1/25
418694;Thiago Carvalho;thiago816@outlook.com;1.0;9/1/25
418379;Débora Lopes;débora.lopes@yahoo.com.br;1.0;9/1/25
418723;Juliana Pereira;jpereira@uol.com.br;1.0;9/1/25
418707;Amanda Nunes;amanda679@gmail.com;1.0;9/1/25
418774;Paulo Figueiredo;paulo.figueiredo@outlook.com;1.0;9/1/25
418532;Vanessa Mendes;vanessa408@gmail.com;1.0;9/1/25
418316;Ana Silva;ana.silva@yahoo.com.br;1.0;9/1/25
418571;Luciana Melo;luciana422@hotmail.com;1.0;9/1/25
418424;Fábio Nascimento;fábio423@uol.com.br;1.0;9/1/25
418604;Pedro Oliveira;pedro66@hotmail.com;1.0;9/1/25
418541;Larissa Ferreira;larissa69@outlook.com;1.0;9/1/25
418797;Patrícia Moreira;patrícia.moreira@uol.com.br;1.0;9/1/25
418677;Leonardo Ribeiro;lribeiro@gmail.com;1.0;9/1/25
418366;Bruno Santos;bruno.santos@outlook.com;1.0;9/1/25
418678;Vinícius Pinto;vinícius.pinto@yahoo.com.br;1.0;9/1/25
418638;Patrícia Moreira;patrícia.moreira@hotmail.com;1.0;9/1/25
418483;Patrícia Moreira;pmoreira@yahoo.com.br;1.0;9/1/25
418752;Débora Lopes;débora294@outlook.com;1.0;9/1/25
418415;Fábio Nascimento;fnascimento@outlook.com;1.0;9/1/25
418707;Cristina Batista;cbatista@yahoo.com.br;1.0;9/1/25
418694;André Correia;andré.correia@hotmail.com;1.0;9/1/25
418755;Aline Castro;aline984@uol.com.br;1.0;9/1/25
418473;André Correia;andré.correia@uol.com.br;1.0;9/1/25
418576;Thiago Carvalho;thiago922@uol.com.br;1.0;9/1/25
418552;Amanda Nunes;amanda.nunes@yahoo.com.br;1.0;9/1/25
418370;Bruno Santos;bruno752@outlook.com;1.0;9/1/25
418805;Felipe Ramos;felipe.ramos@yahoo.com.br;1.0;9/1/25
418427;Isabela Cardoso;icardoso@uol.com.br;1.0;9/1/25
418482;Rafael Alves;rafael.alves@gmail.com;1.0;8/31/25
418806;Thiago Carvalho;tcarvalho@hotmail.com;1.0;8/31/25
418750;Fernanda Lima;fernanda978@hotmail.com;1.0;8/31/25
418651;Patrícia Moreira;pmoreira@gmail.com;1.0;8/31/25
418347;André Correia;andré105@yahoo.com.br;1.0;8/31/25
418682;Priscila Gomes;priscila.gomes@gmail.com;1.0;8/31/25
418603;Cristina Batista;cristina.batista@gmail.com;1.0;8/31/25
418729;Juliana Pereira;juliana.pereira@uol.com.br;1.0;8/31/25
418432;Vanessa Mendes;vanessa.mendes@yahoo.com.br;1.0;8/31/25
418624;Aline Castro;acastro@uol.com.br;1.0;8/31/25
418574;Aline Castro;acastro@uol.com.br;1.0;8/31/25
418802;Carlos Souza;carlos70@uol.com.br;1.0;8/31/25
418518;Camila Rocha;camila.rocha@outlook.com;1.0;8/31/25
418673;Carlos Souza;csouza@hotmail.com;1.0;8/31/25
418572;Rafael Alves;rafael646@hotmail.com;1.0;8/31/25
418663;Ana Silva;ana.silva@hotmail.com;1.0;8/31/25
418384;Priscila Gomes;pgomes@yahoo.com.br;1.0;8/31/25
418449;Marcos Cavalcanti;mcavalcanti@yahoo.com.br;1.0;8/31/25
418710;Felipe Ramos;felipe29@outlook.com;1.0;8/31/25
418491;Camila Rocha;crocha@gmail.com;1.0;8/31/25
418664;Luciana Melo;lmelo@uol.com.br;1.0;8/31/25
418732;Natália Campos;natália.campos@uol.com.br;1.0;8/31/25
418538;Simone Azevedo;simone967@hotmail.com;1.0;8/31/25
418525;Luciana Melo;luciana.melo@uol.com.br;1.0;8/31/25
418421;Bruno Santos;bsantos@hotmail.com;1.0;8/31/25
418428;Mariana Costa;mcosta@yahoo.com.br;1.0;8/31/25
418736;Fábio Nascimento;fábio.nascimento@hotmail.com;1.0;8/31/25
418810;Camila Rocha;camila.rocha@uol.com.br;1.0;8/31/25
418809;Patrícia Moreira;patrícia.moreira@gmail.com;1.0;8/31/25
418544;Renata Freitas;renata.freitas@yahoo.com.br;1.0;8/31/25
418764;Renata Freitas;renata.freitas@hotmail.com;1.0;8/31/25
418610;Isabela Cardoso;isabela.cardoso@gmail.com;1.0;8/31/25
418579;Priscila Gomes;priscila894@yahoo.com.br;1.0;8/31/25
418836;Larissa Ferreira;larissa838@uol.com.br;1.0;8/31/25
418716;Tatiane Monteiro;tmonteiro@outlook.com;1.0;8/31/25
418789;Bruno Santos;bsantos@gmail.com;1.0;8/31/25
418734;Gustavo Araujo;gustavo893@uol.com.br;1.0;8/31/25
418529;Roberto Macedo;rmacedo@uol.com.br;1.0;8/31/25
418365;Camila Rocha;crocha@uol.com.br;1.0;8/31/25
418815;Fernanda Lima;flima@hotmail.com;1.0;8/31/25
418756;Mariana Costa;mariana.costa@hotmail.com;1.0;8/31/25
418386;Paulo Figueiredo;paulo.figueiredo@outlook.com;1.0;8/31/25
418805;Luciana Melo;lmelo@gmail.com;1.0;8/31/25
418745;Juliana Pereira;juliana846@hotmail.com;1.0;8/31/25
418606;André Correia;acorreia@yahoo.com.br;1.0;8/31/25
418512;Thiago Carvalho;thiago251@hotmail.com;1.0;8/31/25
418513;Rafael Alves;ralves@yahoo.com.br;1.0;8/31/25
418683;Gustavo Araujo;gustavo862@gmail.com;1.0;8/31/25
418423;Henrique Dias;henrique.dias@uol.com.br;1.0;8/31/25
418520;Juliana Pereira;jpereira@uol.com.br;1.0;8/31/25
418455;Vanessa Mendes;vanessa.mendes@uol.com.br;1.0;8/31/25
418822;Rodrigo Teixeira;rodrigo713@uol.com.br;1.0;8/31/25
418471;Débora Lopes;dlopes@yahoo.com.br;1.0;8/31/25
418494;Marcos Cavalcanti;marcos.cavalcanti@gmail.com;1.0;8/31/25
418700;Leonardo Ribeiro;leonardo.ribeiro@outlook.com;1.0;8/31/25
418523;Rafael Alves;rafael586@gmail.com;1.0;8/31/25
418617;Mariana Costa;mariana987@uol.com.br;1.0;8/31/25
418863;André Correia;andré425@yahoo.com.br;1.0;8/31/25
418426;Carlos Souza;carlos.souza@outlook.com;1.0;8/31/25
418832;Leonardo Ribeiro;leonardo.ribeiro@gmail.com;1.0;8/31/25
418870;Débora Lopes;débora.lopes@uol.com.br;1.0;8/31/25
418684;Rafael Alves;rafael.alves@gmail.com;1.0;8/31/25
418878;Tatiane Monteiro;tatiane.monteiro@uol.com.br;1.0;8/31/25
418745;André Correia;acorreia@outlook.com;1.0;8/31/25
418830;Débora Lopes;débora.lopes@outlook.com;1.0;8/31/25
418418;Amanda Nunes;anunes@uol.com.br;1.0;8/31/25
418565;Marcelo Barbosa;mbarbosa@uol.com.br;1.0;8/30/25
418628;Renata Freitas;renata.freitas@hotmail.com;1.0;8/30/25
418815;Thiago Carvalho;tcarvalho@hotmail.com;1.0;8/30/25
418523;Isabela Cardoso;isabela58@gmail.com;1.0;8/30/25
418456;Diego Martins;diego.martins@outlook.com;1.0;8/30/25
418792;Marcos Cavalcanti;marcos.cavalcanti@uol.com.br;1.0;8/30/25
418625;Henrique Dias;henrique.dias@gmail.com;1.0;8/30/25
418715;Camila Rocha;camila554@gmail.com;1.0;8/30/25
418820;Leandro Vieira;leandro248@hotmail.com;1.0;8/30/25
418506;Simone Azevedo;sazevedo@gmail.com;1.0;8/30/25
418739;Henrique Dias;hdias@outlook.com;1.0;8/30/25
418492;Thiago Carvalho;thiago641@gmail.com;1.0;8/30/25
418874;Débora Lopes;débora503@hotmail.com;1.0;8/30/25
418447;Cristina Batista;cristina.batista@uol.com.br;1.0;8/30/25
418736;Thiago Carvalho;tcarvalho@uol.com.br;1.0;8/30/25
418583;Luciana Melo;luciana.melo@outlook.com;1.0;8/30/25
418553;Patrícia Moreira;patrícia929@yahoo.com.br;1.0;8/30/25
418852;Juliana Pereira;jpereira@gmail.com;1.0;8/30/25
418563;Cristina Batista;cbatista@yahoo.com.br;1.0;8/30/25
418431;Juliana Pereira;juliana371@yahoo.com.br;1.0;8/30/25
418713;Luciana Melo;luciana.melo@yahoo.com.br;1.0;8/30/25
418696;Carlos Souza;carlos.souza@gmail.com;1.0;8/30/25
418657;Natália Campos;natália.campos@outlook.com;1.0;8/30/25
418546;Luciana Melo;lmelo@outlook.com;1.0;8/30/25
418814;Eliane Duarte;eliane.duarte@outlook.com;1.0;8/30/25
418473;Renata Freitas;renata.freitas@outlook.com;1.0;8/30/25
418680;Isabela Cardoso;isabela.cardoso@outlook.com;1.0;8/30/25
418488;Bruno Santos;bruno326@hotmail.com;1.0;8/30/25
418627;Diego Martins;dmartins@uol.com.br;1.0;8/30/25
418478;Pedro Oliveira;poliveira@yahoo.com.br;1.0;8/30/25
418731;Amanda Nunes;amanda899@hotmail.com;1.0;8/30/25
418733;Vinícius Pinto;vpinto@gmail.com;1.0;8/30/25
418683;Diego Martins;dmartins@outlook.com;1.0;8/30/25
418729;André Correia;andré.correia@gmail.com;1.0;8/30/25
418427;Camila Rocha;crocha@outlook.com;1.0;8/30/25
418892;André Correia;acorreia@uol.com.br;1.0;8/30/25
418901;Vanessa Mendes;vanessa.mendes@yahoo.com.br;2.0;8/30/25
418600;Cristina Batista;cbatista@hotmail.com;1.0;8/30/25
418503;Ana Silva;asilva@gmail.com;1.0;8/30/25
418922;Fernanda Lima;flima@yahoo.com.br;1.0;8/30/25
418639;Felipe Ramos;framos@hotmail.com;1.0;8/30/25
418725;Felipe Ramos;framos@hotmail.com;1.0;8/29/25
418862;Renata Freitas;renata.freitas@gmail.com;1.0;8/29/25
418890;Débora Lopes;débora693@yahoo.com.br;1.0;8/29/25
418722;Paulo Figueiredo;pfigueiredo@hotmail.com;2.0;8/29/25
418812;Débora Lopes;débora.lopes@uol.com.br;1.0;8/29/25
418486;André Correia;andré423@uol.com.br;1.0;8/29/25
418584;Pedro Oliveira;poliveira@outlook.com;1.0;8/29/25
418719;Simone Azevedo;simone645@gmail.com;1.0;8/29/25
418704;Gustavo Araujo;gustavo842@outlook.com;1.0;8/29/25
418676;Natália Campos;natália.campos@gmail.com;1.0;8/29/25
418480;Marcos Cavalcanti;mcavalcanti@yahoo.com.br;1.0;8/29/25
418448;Thiago Carvalho;thiago38@gmail.com;1.0;8/29/25
418933;Fábio Nascimento;fábio.nascimento@gmail.com;1.0;8/29/25
418655;Renata Freitas;rfreitas@hotmail.com;1.0;8/29/25
418746;Diego Martins;diego.martins@outlook.com;1.0;8/29/25
418621;Henrique Dias;henrique.dias@outlook.com;1.0;8/29/25
418811;Simone Azevedo;sazevedo@outlook.com;1.0;8/29/25
418874;Luciana Melo;luciana330@yahoo.com.br;1.0;8/29/25
418649;Marcelo Barbosa;mbarbosa@outlook.com;1.0;8/29/25
418546;Marcelo Barbosa;marcelo.barbosa@uol.com.br;1.0;8/29/25
418618;Rafael Alves;rafael976@yahoo.com.br;1.0;8/29/25
418882;Natália Campos;natália170@uol.com.br;1.0;8/29/25
418916;Paulo Figueiredo;paulo.figueiredo@hotmail.com;1.0;8/29/25
418851;Eliane Duarte;eliane71@hotmail.com;1.0;8/29/25
418495;Fábio Nascimento;fnascimento@outlook.com;2.0;8/29/25
418609;Cristina Batista;cristina74@outlook.com;2.0;8/29/25
418660;Leonardo Ribeiro;leonardo998@outlook.com;1.0;8/29/25
418636;Luciana Melo;lmelo@hotmail.com;1.0;8/29/25
418851;Leonardo Ribeiro;lribeiro@outlook.com;1.0;8/29/25
418732;Renata Freitas;renata.freitas@outlook.com;1.0;8/29/25
418760;Ana Silva;ana.silva@yahoo.com.br;1.0;8/29/25
418823;André Correia;acorreia@gmail.com;1.0;8/29/25
418558;Fábio Nascimento;fábio966@hotmail.com;1.0;8/29/25
418813;Fábio Nascimento;fábio628@hotmail.com;1.0;8/29/25
418667;Mariana Costa;mariana.costa@hotmail.com;1.0;8/29/25
418912;Renata Freitas;renata.freitas@yahoo.com.br;1.0;8/29/25
418878;Fábio Nascimento;fábio.nascimento@gmail.com;1.0;8/29/25
418786;Natália Campos;natália.campos@uol.com.br;1.0;8/29/25
418875;Pedro Oliveira;poliveira@uol.com.br;1.0;8/29/25
418672;Mariana Costa;mariana.costa@hotmail.com;1.0;8/29/25
418593;Isabela Cardoso;icardoso@uol.com.br;1.0;8/29/25
418511;Eduardo Cunha;ecunha@hotmail.com;1.0;8/29/25
418698;Leonardo Ribeiro;lribeiro@yahoo.com.br;1.0;8/29/25
418719;Luciana Melo;lmelo@outlook.com;1.0;8/29/25
418714;Vinícius Pinto;vinícius.pinto@hotmail.com;1.0;8/29/25
418833;André Correia;acorreia@gmail.com;1.0;8/29/25
418540;Thiago Carvalho;thiago.carvalho@gmail.com;1.0;8/29/25
418746;Tatiane Monteiro;tatiane.monteiro@yahoo.com.br;1.0;8/29/25
418524;Priscila Gomes;pgomes@gmail.com;1.0;8/29/25
418600;Eliane Duarte;eliane477@gmail.com;1.0;8/29/25
418496;Felipe Ramos;felipe.ramos@uol.com.br;1.0;8/29/25
418864;Luciana Melo;luciana.melo@hotmail.com;1.0;8/29/25
418676;Cristina Batista;cristina.batista@yahoo.com.br;1.0;8/29/25
418548;Cristina Batista;cbatista@yahoo.com.br;1.0;8/29/25
418568;Roberto Macedo;rmacedo@uol.com.br;1.0;8/29/25
418533;Mariana Costa;mariana.costa@uol.com.br;1.0;8/29/25
418578;Marcos Cavalcanti;marcos623@yahoo.com.br;1.0;8/29/25
418699;Natália Campos;ncampos@outlook.com;1.0;8/29/25
418748;Marcelo Barbosa;marcelo.barbosa@uol.com.br;1.0;8/29/25
418613;Cristina Batista;cbatista@yahoo.com.br;1.0;8/29/25
418943;Priscila Gomes;priscila256@yahoo.com.br;1.0;8/29/25
418622;Simone Azevedo;sazevedo@yahoo.com.br;1.0;8/29/25
418576;Marcos Cavalcanti;marcos560@gmail.com;1.0;8/29/25
418605;Priscila Gomes;pgomes@outlook.com;1.0;8/29/25
418852;Simone Azevedo;simone178@hotmail.com;1.0;8/29/25
418891;Larissa Ferreira;lferreira@gmail.com;1.0;8/29/25
418554;Natália Campos;natália.campos@hotmail.com;1.0;8/29/25
418954;Paulo Figueiredo;paulo239@outlook.com;1.0;8/29/25
418794;Simone Azevedo;simone.azevedo@outlook.com;1.0;8/29/25
418891;Natália Campos;ncampos@yahoo.com.br;1.0;8/29/25
418725;Ana Silva;ana955@gmail.com;2.0;8/29/25
418720;Marcelo Barbosa;mbarbosa@gmail.com;1.0;8/29/25
418946;Fábio Nascimento;fábio66@uol.com.br;1.0;8/29/25
418852;Marcos Cavalcanti;mcavalcanti@gmail.com;1.0;8/29/25
418527;Paulo Figueiredo;pfigueiredo@outlook.com;1.0;8/29/25
418530;Henrique Dias;henrique900@uol.com.br;1.0;8/29/25
418684;Juliana Pereira;juliana.pereira@hotmail.com;1.0;8/29/25
418979;Carlos Souza;carlos540@hotmail.com;1.0;8/29/25
418853;Isabela Cardoso;isabela66@yahoo.com.br;1.0;8/29/25
418771;Henrique Dias;hdias@yahoo.com.br;1.0;8/29/25
418760;Vanessa Mendes;vanessa271@yahoo.com.br;2.0;8/29/25
418898;Marcos Cavalcanti;marcos459@yahoo.com.br;1.0;8/29/25
418857;Carlos Souza;carlos.souza@gmail.com;1.0;8/29/25
418669;Priscila Gomes;priscila.gomes@gmail.com;1.0;8/29/25
418893;Mariana Costa;mariana.costa@outlook.com;2.0;8/29/25
418816;Camila Rocha;camila978@uol.com.br;1.0;8/29/25
418840;Fernanda Lima;flima@outlook.com;1.0;8/29/25
418827;Vinícius Pinto;vinícius869@hotmail.com;1.0;8/29/25
418851;Eliane Duarte;eliane327@outlook.com;1.0;8/29/25
418678;Ana Silva;ana.silva@yahoo.com.br;1.0;8/29/25
418964;André Correia;acorreia@uol.com.br;1.0;8/29/25
418705;Roberto Macedo;roberto.macedo@hotmail.com;1.0;8/29/25
418989;Marcelo Barbosa;marcelo359@hotmail.com;1.0;8/29/25
418649;Rodrigo Teixeira;rteixeira@gmail.com;1.0;8/29/25
418576;Fernanda Lima;flima@outlook.com;1.0;8/29/25
418581;Ana Silva;ana208@uol.com.br;1.0;8/29/25
418542;Rafael Alves;rafael582@yahoo.com.br;1.0;8/29/25
419018;Thiago Carvalho;thiago463@yahoo.com.br;1.0;8/29/25
418609;Mariana Costa;mariana.costa@gmail.com;1.0;8/29/25
419018;Henrique Dias;hdias@yahoo.com.br;1.0;8/29/25
418993;Vanessa Mendes;vmendes@outlook.com;2.0;8/29/25
418937;Débora Lopes;débora539@yahoo.com.br;1.0;8/29/25
418833;Diego Martins;dmartins@hotmail.com;1.0;8/29/25
418537;Rodrigo Teixeira;rodrigo822@hotmail.com;1.0;8/29/25
418641;Priscila Gomes;priscila263@yahoo.com.br;1.0;8/29/25
418742;Débora Lopes;débora.lopes@uol.com.br;1.0;8/29/25
418739;Isabela Cardoso;isabela.cardoso@hotmail.com;1.0;8/29/25
418796;Tatiane Monteiro;tatiane30@hotmail.com;1.0;8/29/25
418999;Eliane Duarte;eliane.duarte@gmail.com;1.0;8/28/25
418682;Larissa Ferreira;lferreira@uol.com.br;1.0;8/28/25
418545;Felipe Ramos;framos@gmail.com;1.0;8/28/25
418954;Patrícia Moreira;patrícia.moreira@hotmail.com;1.0;8/28/25
418967;André Correia;acorreia@uol.com.br;1.0;8/28/25
418791;Leonardo Ribeiro;leonardo200@uol.com.br;1.0;8/28/25
418704;Thiago Carvalho;thiago108@yahoo.com.br;1.0;8/28/25
418609;Juliana Pereira;juliana.pereira@gmail.com;1.0;8/28/25
418864;Rafael Alves;rafael.alves@hotmail.com;1.0;8/28/25
419024;Fernanda Lima;flima@hotmail.com;1.0;8/28/25
418929;Débora Lopes;dlopes@yahoo.com.br;1.0;8/28/25
418890;Henrique Dias;henrique.dias@yahoo.com.br;1.0;8/28/25
418931;Patrícia Moreira;pmoreira@hotmail.com;1.0;8/28/25
418840;Camila Rocha;crocha@uol.com.br;1.0;8/28/25
418676;Carlos Souza;carlos.souza@gmail.com;1.0;8/28/25
418816;Isabela Cardoso;icardoso@yahoo.com.br;1.0;8/28/25
419021;Fernanda Lima;fernanda.lima@gmail.com;1.0;8/28/25
418974;Roberto Macedo;roberto847@outlook.com;1.0;8/28/25
418783;Gustavo Araujo;garaujo@yahoo.com.br;1.0;8/28/25
419003;Rodrigo Teixeira;rteixeira@gmail.com;1.0;8/28/25
418791;Paulo Figueiredo;pfigueiredo@hotmail.com;1.0;8/28/25
418960;Rafael Alves;ralves@hotmail.com;1.0;8/28/25
418687;Renata Freitas;renata.freitas@yahoo.com.br;1.0;8/28/25
418626;Fernanda Lima;flima@yahoo.com.br;1.0;8/28/25
419015;Paulo Figueiredo;paulo.figueiredo@gmail.com;1.0;8/28/25
418836;Ana Silva;ana.silva@uol.com.br;1.0;8/28/25
418812;Ana Silva;asilva@outlook.com;1.0;8/28/25
418855;Larissa Ferreira;lferreira@outlook.com;1.0;8/28/25
418846;Bruno Santos;bruno.santos@hotmail.com;1.0;8/28/25
418793;Thiago Carvalho;thiago638@gmail.com;1.0;8/28/25
418845;Eliane Duarte;eliane.duarte@outlook.com;1.0;8/28/25
418999;Débora Lopes;dlopes@uol.com.br;1.0;8/28/25
418607;Vinícius Pinto;vinícius.pinto@yahoo.com.br;1.0;8/28/25
418611;Diego Martins;dmartins@outlook.com;1.0;8/28/25
418627;Marcos Cavalcanti;mcavalcanti@uol.com.br;1.0;8/28/25
419000;Rafael Alves;rafael475@outlook.com;1.0;8/28/25
418686;Eliane Duarte;eliane.duarte@uol.com.br;2.0;8/28/25
418671;Natália Campos;natália280@outlook.com;2.0;8/28/25
418998;Patrícia Moreira;patrícia622@hotmail.com;1.0;8/28/25
418803;Natália Campos;natália.campos@outlook.com;1.0;8/28/25
419006;Eduardo Cunha;eduardo.cunha@gmail.com;1.0;8/28/25
418864;Roberto Macedo;rmacedo@outlook.com;1.0;8/28/25
419012;Thiago Carvalho;tcarvalho@hotmail.com;1.0;8/28/25
419046;Mariana Costa;mariana.costa@uol.com.br;1.0;8/28/25
418920;Débora Lopes;dlopes@hotmail.com;1.0;8/28/25
418765;Paulo Figueiredo;paulo619@gmail.com;1.0;8/28/25
418907;Roberto Macedo;rmacedo@gmail.com;1.0;8/28/25
418869;Amanda Nunes;amanda759@uol.com.br;1.0;8/28/25
418932;Thiago Carvalho;tcarvalho@yahoo.com.br;1.0;8/28/25
418684;Leonardo Ribeiro;leonardo298@hotmail.com;1.0;8/28/25
418628;Bruno Santos;bsantos@outlook.com;1.0;8/28/25
418607;Leandro Vieira;leandro.vieira@yahoo.com.br;1.0;8/28/25
419066;Bruno Santos;bruno678@outlook.com;1.0;8/28/25
418810;Pedro Oliveira;pedro196@yahoo.com.br;1.0;8/28/25
418675;André Correia;acorreia@outlook.com;1.0;8/28/25
418803;Fernanda Lima;fernanda.lima@gmail.com;1.0;8/28/25
418637;Gustavo Araujo;gustavo.araujo@gmail.com;1.0;8/28/25
419009;Fábio Nascimento;fábio.nascimento@yahoo.com.br;1.0;8/28/25
419038;Leandro Vieira;leandro746@uol.com.br;1.0;8/28/25
418664;Isabela Cardoso;isabela.cardoso@yahoo.com.br;1.0;8/28/25
418796;Gustavo Araujo;garaujo@outlook.com;1.0;8/28/25
418676;Débora Lopes;débora281@yahoo.com.br;1.0;8/28/25
418746;Fernanda Lima;fernanda813@yahoo.com.br;1.0;8/28/25
418613;Henrique Dias;henrique230@gmail.com;1.0;8/28/25
418860;Leandro Vieira;leandro.vieira@hotmail.com;1.0;8/28/25
418948;Simone Azevedo;sazevedo@gmail.com;1.0;8/28/25
418925;Marcos Cavalcanti;mcavalcanti@yahoo.com.br;1.0;8/28/25
419036;André Correia;andré80@hotmail.com;1.0;8/28/25
418694;Rafael Alves;rafael513@hotmail.com;2.0;8/28/25
418957;Camila Rocha;camila.rocha@hotmail.com;1.0;8/28/25
418804;Ana Silva;asilva@hotmail.com;1.0;8/28/25
419032;Leandro Vieira;lvieira@gmail.com;1.0;8/28/25
418627;Roberto Macedo;rmacedo@yahoo.com.br;1.0;8/28/25
418688;Felipe Ramos;felipe4@uol.com.br;1.0;8/28/25
419036;Rodrigo Teixeira;rodrigo396@outlook.com;2.0;8/28/25
419017;Renata Freitas;renata35@outlook.com;1.0;8/28/25
419041;Camila Rocha;camila.rocha@yahoo.com.br;1.0;8/28/25
418962;Henrique Dias;hdias@gmail.com;1.0;8/28/25
418823;Fernanda Lima;flima@gmail.com;1.0;8/28/25
418963;Fernanda Lima;flima@outlook.com;1.0;8/28/25
419002;Eliane Duarte;eduarte@uol.com.br;1.0;8/28/25
418704;Mariana Costa;mcosta@outlook.com;1.0;8/28/25
418772;Luciana Melo;luciana.melo@outlook.com;1.0;8/28/25
419101;André Correia;acorreia@gmail.com;2.0;8/27/25
418938;Diego Martins;dmartins@yahoo.com.br;1.0;8/27/25
419065;Rafael Alves;ralves@gmail.com;1.0;8/27/25
419086;Gustavo Araujo;gustavo956@hotmail.com;2.0;8/27/25
418956;André Correia;andré463@gmail.com;1.0;8/27/25
418906;Amanda Nunes;amanda.nunes@yahoo.com.br;1.0;8/27/25
419036;Natália Campos;ncampos@hotmail.com;2.0;8/27/25
419032;Bruno Santos;bruno330@gmail.com;1.0;8/27/25
419110;Diego Martins;diego650@hotmail.com;1.0;8/27/25
418886;Pedro Oliveira;pedro85@hotmail.com;1.0;8/27/25
419052;Vinícius Pinto;vinícius.pinto@gmail.com;1.0;8/27/25
419104;Diego Martins;diego59@outlook.com;1.0;8/27/25
418706;Luciana Melo;luciana.melo@hotmail.com;1.0;8/27/25
418792;Gustavo Araujo;gustavo.araujo@hotmail.com;1.0;8/27/25
418938;Rafael Alves;rafael177@uol.com.br;1.0;8/27/25
418800;Amanda Nunes;amanda.nunes@uol.com.br;1.0;8/27/25
419060;Tatiane Monteiro;tatiane577@uol.com.br;1.0;8/27/25
418897;Leandro Vieira;leandro.vieira@gmail.com;1.0;8/27/25
418669;Thiago Carvalho;thiago.carvalho@hotmail.com;1.0;8/27/25
418862;Vanessa Mendes;vanessa.mendes@outlook.com;1.0;8/27/25
418954;Gustavo Araujo;gustavo.araujo@outlook.com;1.0;8/27/25
419034;Isabela Cardoso;isabela93@uol.com.br;1.0;8/27/25
418830;Henrique Dias;hdias@outlook.com;1.0;8/27/25
418754;Renata Freitas;renata920@gmail.com;1.0;8/27/25
418652;Fábio Nascimento;fnascimento@outlook.com;1.0;8/27/25
418720;Paulo Figueiredo;pfigueiredo@outlook.com;1.0;8/27/25
418673;Vanessa Mendes;vmendes@outlook.com;1.0;8/27/25
418977;Bruno Santos;bsantos@gmail.com;1.0;8/27/25
418761;Leandro Vieira;leandro178@outlook.com;1.0;8/27/25
418758;Cristina Batista;cristina502@gmail.com;1.0;8/27/25
418686;Mariana Costa;mariana66@outlook.com;1.0;8/27/25
419000;Ana Silva;asilva@hotmail.com;1.0;8/27/25
418828;Larissa Ferreira;larissa680@yahoo.com.br;1.0;8/27/25
418810;Aline Castro;acastro@outlook.com;1.0;8/27/25
418717;Fernanda Lima;fernanda.lima@gmail.com;1.0;8/27/25
418776;Natália Campos;natália221@hotmail.com;1.0;8/27/25
418948;Tatiane Monteiro;tatiane.monteiro@hotmail.com;1.0;8/27/25
419073;Marcos Cavalcanti;marcos75@hotmail.com;1.0;8/27/25
418763;Pedro Oliveira;pedro.oliveira@yahoo.com.br;1.0;8/27/25
418924;Camila Rocha;camila.rocha@uol.com.br;1.0;8/27/25
418844;Isabela Cardoso;isabela911@gmail.com;1.0;8/27/25
418679;Leonardo Ribeiro;lribeiro@outlook.com;1.0;8/27/25
419106;Eduardo Cunha;eduardo.cunha@outlook.com;1.0;8/27/25
418775;Débora Lopes;débora.lopes@gmail.com;1.0;8/27/25
418902;Débora Lopes;débora487@hotmail.com;1.0;8/27/25
418958;Isabela Cardoso;isabela987@uol.com.br;1.0;8/27/25
418922;Eduardo Cunha;ecunha@hotmail.com;1.0;8/27/25
419057;Tatiane Monteiro;tmonteiro@yahoo.com.br;1.0;8/27/25
418676;Eduardo Cunha;eduardo.cunha@outlook.com;1.0;8/27/25
418769;Marcelo Barbosa;marcelo533@outlook.com;1.0;8/27/25
418837;Bruno Santos;bsantos@gmail.com;1.0;8/27/25
418828;Bruno Santos;bruno513@yahoo.com.br;1.0;8/27/25
419109;Juliana Pereira;juliana.pereira@yahoo.com.br;1.0;8/27/25
418975;Priscila Gomes;priscila555@yahoo.com.br;1.0;8/26/25
